STATISTIC Label,Year,Single Year of Age,GenderCode,Sex,UNIT,VALUE,Age Group,Previous_Year_Population,Inward or Outward Flow_Immigrants: All origins,Inward or Outward Flow_Net migration,VALUE_Population,Migration_Rate
Population estimates from 1926,2021,43,1,Male,Number,38104,25-44 years old,38789.0,,,,
Population estimates from 1926,2021,43,2,Female,Number,39426,25-44 years old,41136.0,,,,
Population estimates from 1926,2021,44,1,Male,Number,37472,25-44 years old,38104.0,,,,
Population estimates from 1926,2021,44,2,Female,Number,38700,25-44 years old,39426.0,,,,
Population estimates from 1926,2021,45,1,Male,Number,38251,45-64 years old,24487.0,,,,
Population estimates from 1926,2021,45,2,Female,Number,38442,45-64 years old,25087.0,,,,
Population estimates from 1926,2021,46,1,Male,Number,37008,45-64 years old,38251.0,,,,
Population estimates from 1926,2021,46,2,Female,Number,37391,45-64 years old,38442.0,,,,
Population estimates from 1926,2021,47,1,Male,Number,36363,45-64 years old,37008.0,,,,
Population estimates from 1926,2021,47,2,Female,Number,36916,45-64 years old,37391.0,,,,
Population estimates from 1926,2021,48,1,Male,Number,36139,45-64 years old,36363.0,,,,
Population estimates from 1926,2021,48,2,Female,Number,36591,45-64 years old,36916.0,,,,
Population estimates from 1926,2021,49,1,Male,Number,35344,45-64 years old,36139.0,,,,
Population estimates from 1926,2021,49,2,Female,Number,35722,45-64 years old,36591.0,,,,
Population estimates from 1926,2021,50,1,Male,Number,35347,45-64 years old,35344.0,,,,
Population estimates from 1926,2021,50,2,Female,Number,35319,45-64 years old,35722.0,,,,
Population estimates from 1926,2021,51,1,Male,Number,34009,45-64 years old,35347.0,,,,
Population estimates from 1926,2021,51,2,Female,Number,34065,45-64 years old,35319.0,,,,
Population estimates from 1926,2021,52,1,Male,Number,32509,45-64 years old,34009.0,,,,
Population estimates from 1926,2021,52,2,Female,Number,32062,45-64 years old,34065.0,,,,
Population estimates from 1926,2021,53,1,Male,Number,31824,45-64 years old,32509.0,,,,
Population estimates from 1926,2021,53,2,Female,Number,31942,45-64 years old,32062.0,,,,
Population estimates from 1926,2021,54,1,Male,Number,31139,45-64 years old,31824.0,,,,
Population estimates from 1926,2021,54,2,Female,Number,31327,45-64 years old,31942.0,,,,
Population estimates from 1926,2021,55,1,Male,Number,30910,45-64 years old,31139.0,,,,
Population estimates from 1926,2021,55,2,Female,Number,31373,45-64 years old,31327.0,,,,
Population estimates from 1926,2021,56,1,Male,Number,30629,45-64 years old,30910.0,,,,
Population estimates from 1926,2021,56,2,Female,Number,31487,45-64 years old,31373.0,,,,
Population estimates from 1926,2021,57,1,Male,Number,29865,45-64 years old,30629.0,,,,
Population estimates from 1926,2021,57,2,Female,Number,30649,45-64 years old,31487.0,,,,
Population estimates from 1926,2021,58,1,Male,Number,29192,45-64 years old,29865.0,,,,
Population estimates from 1926,2021,58,2,Female,Number,29872,45-64 years old,30649.0,,,,
Population estimates from 1926,2021,59,1,Male,Number,28375,45-64 years old,29192.0,,,,
Population estimates from 1926,2021,59,2,Female,Number,28842,45-64 years old,29872.0,,,,
Population estimates from 1926,2021,60,1,Male,Number,28193,45-64 years old,28375.0,,,,
Population estimates from 1926,2021,60,2,Female,Number,28999,45-64 years old,28842.0,,,,
Population estimates from 1926,2021,61,1,Male,Number,26861,45-64 years old,28193.0,,,,
Population estimates from 1926,2021,61,2,Female,Number,27865,45-64 years old,28999.0,,,,
Population estimates from 1926,2021,62,1,Male,Number,26891,45-64 years old,26861.0,,,,
Population estimates from 1926,2021,62,2,Female,Number,27231,45-64 years old,27865.0,,,,
Population estimates from 1926,2021,63,1,Male,Number,25609,45-64 years old,26891.0,,,,
Population estimates from 1926,2021,63,2,Female,Number,26216,45-64 years old,27231.0,,,,
Population estimates from 1926,2021,64,1,Male,Number,25129,45-64 years old,25609.0,,,,
Population estimates from 1926,2021,64,2,Female,Number,25461,45-64 years old,26216.0,,,,
Population estimates from 1926,2021,65,1,Male,Number,24315,65 and over,202.0,,,,
Population estimates from 1926,2021,65,2,Female,Number,24765,65 and over,848.0,,,,
Population estimates from 1926,2021,66,1,Male,Number,23659,65 and over,24315.0,,,,
Population estimates from 1926,2021,66,2,Female,Number,24423,65 and over,24765.0,,,,
Population estimates from 1926,2021,67,1,Male,Number,23303,65 and over,23659.0,,,,
Population estimates from 1926,2021,67,2,Female,Number,23811,65 and over,24423.0,,,,
Population estimates from 1926,2021,68,1,Male,Number,22496,65 and over,23303.0,,,,
Population estimates from 1926,2021,68,2,Female,Number,23085,65 and over,23811.0,,,,
Population estimates from 1926,2021,69,1,Male,Number,21739,65 and over,22496.0,,,,
Population estimates from 1926,2021,69,2,Female,Number,22485,65 and over,23085.0,,,,
Population estimates from 1926,2021,70,1,Male,Number,20640,65 and over,21739.0,,,,
Population estimates from 1926,2021,70,2,Female,Number,20942,65 and over,22485.0,,,,
Population estimates from 1926,2021,71,1,Male,Number,20054,65 and over,20640.0,,,,
Population estimates from 1926,2021,71,2,Female,Number,20868,65 and over,20942.0,,,,
Population estimates from 1926,2021,72,1,Male,Number,19260,65 and over,20054.0,,,,
Population estimates from 1926,2021,72,2,Female,Number,20094,65 and over,20868.0,,,,
Population estimates from 1926,2021,73,1,Male,Number,18725,65 and over,19260.0,,,,
Population estimates from 1926,2021,73,2,Female,Number,19343,65 and over,20094.0,,,,
Population estimates from 1926,2021,74,1,Male,Number,17772,65 and over,18725.0,,,,
Population estimates from 1926,2021,74,2,Female,Number,18530,65 and over,19343.0,,,,
Population estimates from 1926,2021,75,1,Male,Number,16646,65 and over,17772.0,,,,
Population estimates from 1926,2021,75,2,Female,Number,17688,65 and over,18530.0,,,,
Population estimates from 1926,2021,76,1,Male,Number,15597,65 and over,16646.0,,,,
Population estimates from 1926,2021,76,2,Female,Number,16912,65 and over,17688.0,,,,
Population estimates from 1926,2021,77,1,Male,Number,13730,65 and over,15597.0,,,,
Population estimates from 1926,2021,77,2,Female,Number,14853,65 and over,16912.0,,,,
Population estimates from 1926,2021,78,1,Male,Number,12440,65 and over,13730.0,,,,
Population estimates from 1926,2021,78,2,Female,Number,13974,65 and over,14853.0,,,,
Population estimates from 1926,2021,79,1,Male,Number,11986,65 and over,12440.0,,,,
Population estimates from 1926,2021,79,2,Female,Number,13395,65 and over,13974.0,,,,
Population estimates from 1926,2021,80,1,Male,Number,9812,65 and over,11986.0,,,,
Population estimates from 1926,2021,80,2,Female,Number,11455,65 and over,13395.0,,,,
Population estimates from 1926,2021,81,1,Male,Number,9239,65 and over,9812.0,,,,
Population estimates from 1926,2021,81,2,Female,Number,10871,65 and over,11455.0,,,,
Population estimates from 1926,2021,82,1,Male,Number,8296,65 and over,9239.0,,,,
Population estimates from 1926,2021,82,2,Female,Number,10241,65 and over,10871.0,,,,
Population estimates from 1926,2021,83,1,Male,Number,7376,65 and over,8296.0,,,,
Population estimates from 1926,2021,83,2,Female,Number,9439,65 and over,10241.0,,,,
Population estimates from 1926,2021,84,1,Male,Number,6852,65 and over,7376.0,,,,
Population estimates from 1926,2021,84,2,Female,Number,8794,65 and over,9439.0,,,,
Population estimates from 1926,2021,85,1,Male,Number,5927,65 and over,6852.0,,,,
Population estimates from 1926,2021,85,2,Female,Number,7931,65 and over,8794.0,,,,
Population estimates from 1926,2021,86,1,Male,Number,4952,65 and over,5927.0,,,,
Population estimates from 1926,2021,86,2,Female,Number,6840,65 and over,7931.0,,,,
Population estimates from 1926,2021,87,1,Male,Number,4138,65 and over,4952.0,,,,
Population estimates from 1926,2021,87,2,Female,Number,5853,65 and over,6840.0,,,,
Population estimates from 1926,2021,88,1,Male,Number,3408,65 and over,4138.0,,,,
Population estimates from 1926,2021,88,2,Female,Number,4983,65 and over,5853.0,,,,
Population estimates from 1926,2021,89,1,Male,Number,2835,65 and over,3408.0,,,,
Population estimates from 1926,2021,89,2,Female,Number,4450,65 and over,4983.0,,,,
Population estimates from 1926,2021,90,1,Male,Number,1961,65 and over,2835.0,,,,
Population estimates from 1926,2021,90,2,Female,Number,4259,65 and over,4450.0,,,,
Population estimates from 1926,2021,91,1,Male,Number,1734,65 and over,1961.0,,,,
Population estimates from 1926,2021,91,2,Female,Number,3801,65 and over,4259.0,,,,
Population estimates from 1926,2021,92,1,Male,Number,1067,65 and over,1734.0,,,,
Population estimates from 1926,2021,92,2,Female,Number,2833,65 and over,3801.0,,,,
Population estimates from 1926,2021,93,1,Male,Number,818,65 and over,1067.0,,,,
Population estimates from 1926,2021,93,2,Female,Number,2252,65 and over,2833.0,,,,
Population estimates from 1926,2021,94,1,Male,Number,586,65 and over,818.0,,,,
Population estimates from 1926,2021,94,2,Female,Number,1712,65 and over,2252.0,,,,
Population estimates from 1926,2021,95,1,Male,Number,300,65 and over,586.0,,,,
Population estimates from 1926,2021,95,2,Female,Number,1189,65 and over,1712.0,,,,
Population estimates from 1926,2021,96,1,Male,Number,259,65 and over,300.0,,,,
Population estimates from 1926,2021,96,2,Female,Number,827,65 and over,1189.0,,,,
Population estimates from 1926,2021,97,1,Male,Number,208,65 and over,259.0,,,,
Population estimates from 1926,2021,97,2,Female,Number,688,65 and over,827.0,,,,
Population estimates from 1926,2021,98,1,Male,Number,152,65 and over,208.0,,,,
Population estimates from 1926,2021,98,2,Female,Number,445,65 and over,688.0,,,,
Population estimates from 1926,2021,99,1,Male,Number,211,65 and over,152.0,,,,
Population estimates from 1926,2021,99,2,Female,Number,925,65 and over,445.0,,,,
Population estimates from 1926,2022,0,1,Male,Number,29546,0-14 years old,35147.0,,,,
Population estimates from 1926,2022,0,2,Female,Number,28138,0-14 years old,33656.0,,,,
Population estimates from 1926,2022,1,1,Male,Number,28985,0-14 years old,29546.0,,,,
Population estimates from 1926,2022,1,2,Female,Number,27646,0-14 years old,28138.0,,,,
Population estimates from 1926,2022,2,1,Male,Number,30263,0-14 years old,28985.0,,,,
Population estimates from 1926,2022,2,2,Female,Number,28987,0-14 years old,27646.0,,,,
Population estimates from 1926,2022,3,1,Male,Number,31050,0-14 years old,30263.0,,,,
Population estimates from 1926,2022,3,2,Female,Number,29546,0-14 years old,28987.0,,,,
Population estimates from 1926,2022,4,1,Male,Number,31743,0-14 years old,31050.0,,,,
Population estimates from 1926,2022,4,2,Female,Number,29930,0-14 years old,29546.0,,,,
Population estimates from 1926,2022,5,1,Male,Number,32787,0-14 years old,31743.0,,,,
Population estimates from 1926,2022,5,2,Female,Number,31445,0-14 years old,29930.0,,,,
Population estimates from 1926,2022,6,1,Male,Number,34168,0-14 years old,32787.0,,,,
Population estimates from 1926,2022,6,2,Female,Number,32735,0-14 years old,31445.0,,,,
Population estimates from 1926,2022,7,1,Male,Number,35529,0-14 years old,34168.0,,,,
Population estimates from 1926,2022,7,2,Female,Number,33655,0-14 years old,32735.0,,,,
Population estimates from 1926,2022,8,1,Male,Number,36369,0-14 years old,35529.0,,,,
Population estimates from 1926,2022,8,2,Female,Number,34547,0-14 years old,33655.0,,,,
Population estimates from 1926,2022,9,1,Male,Number,37048,0-14 years old,36369.0,,,,
Population estimates from 1926,2022,9,2,Female,Number,35296,0-14 years old,34547.0,,,,
Population estimates from 1926,2022,10,1,Male,Number,38187,0-14 years old,37048.0,,,,
Population estimates from 1926,2022,10,2,Female,Number,36175,0-14 years old,35296.0,,,,
Population estimates from 1926,2022,11,1,Male,Number,38391,0-14 years old,38187.0,,,,
Population estimates from 1926,2022,11,2,Female,Number,36918,0-14 years old,36175.0,,,,
Population estimates from 1926,2022,12,1,Male,Number,39036,0-14 years old,38391.0,,,,
Population estimates from 1926,2022,12,2,Female,Number,37373,0-14 years old,36918.0,,,,
Population estimates from 1926,2022,13,1,Male,Number,38484,0-14 years old,39036.0,,,,
Population estimates from 1926,2022,13,2,Female,Number,36847,0-14 years old,37373.0,,,,
Population estimates from 1926,2022,14,1,Male,Number,37415,0-14 years old,38484.0,,,,
Population estimates from 1926,2022,14,2,Female,Number,36053,0-14 years old,36847.0,,,,
Population estimates from 1926,2022,15,1,Male,Number,35939,15-24 years old,30572.0,,,,
Population estimates from 1926,2022,15,2,Female,Number,34346,15-24 years old,29397.0,,,,
Population estimates from 1926,2022,16,1,Male,Number,34734,15-24 years old,35939.0,,,,
Population estimates from 1926,2022,16,2,Female,Number,33188,15-24 years old,34346.0,,,,
Population estimates from 1926,2022,17,1,Male,Number,34981,15-24 years old,34734.0,,,,
Population estimates from 1926,2022,17,2,Female,Number,32859,15-24 years old,33188.0,,,,
Population estimates from 1926,2022,18,1,Male,Number,33907,15-24 years old,34981.0,,,,
Population estimates from 1926,2022,18,2,Female,Number,32760,15-24 years old,32859.0,,,,
Population estimates from 1926,2022,19,1,Male,Number,33066,15-24 years old,33907.0,,,,
Population estimates from 1926,2022,19,2,Female,Number,31996,15-24 years old,32760.0,,,,
Population estimates from 1926,2022,20,1,Male,Number,32481,15-24 years old,33066.0,,,,
Population estimates from 1926,2022,20,2,Female,Number,31804,15-24 years old,31996.0,,,,
Population estimates from 1926,2022,21,1,Male,Number,31460,15-24 years old,32481.0,,,,
Population estimates from 1926,2022,21,2,Female,Number,30556,15-24 years old,31804.0,,,,
Population estimates from 1926,2022,22,1,Male,Number,31905,15-24 years old,31460.0,,,,
Population estimates from 1926,2022,22,2,Female,Number,31243,15-24 years old,30556.0,,,,
Population estimates from 1926,2022,23,1,Male,Number,31423,15-24 years old,31905.0,,,,
Population estimates from 1926,2022,23,2,Female,Number,30487,15-24 years old,31243.0,,,,
Population estimates from 1926,2022,24,1,Male,Number,30737,15-24 years old,31423.0,,,,
Population estimates from 1926,2022,24,2,Female,Number,29845,15-24 years old,30487.0,,,,
Population estimates from 1926,2022,25,1,Male,Number,30489,25-44 years old,37472.0,,,,
Population estimates from 1926,2022,25,2,Female,Number,29810,25-44 years old,38700.0,,,,
Population estimates from 1926,2022,26,1,Male,Number,29700,25-44 years old,30489.0,,,,
Population estimates from 1926,2022,26,2,Female,Number,29228,25-44 years old,29810.0,,,,
Population estimates from 1926,2022,27,1,Male,Number,29492,25-44 years old,29700.0,,,,
Population estimates from 1926,2022,27,2,Female,Number,29882,25-44 years old,29228.0,,,,
Population estimates from 1926,2022,28,1,Male,Number,29191,25-44 years old,29492.0,,,,
Population estimates from 1926,2022,28,2,Female,Number,30009,25-44 years old,29882.0,,,,
Population estimates from 1926,2022,29,1,Male,Number,30220,25-44 years old,29191.0,,,,
Population estimates from 1926,2022,29,2,Female,Number,31113,25-44 years old,30009.0,,,,
Population estimates from 1926,2022,30,1,Male,Number,31289,25-44 years old,30220.0,,,,
Population estimates from 1926,2022,30,2,Female,Number,33291,25-44 years old,31113.0,,,,
Population estimates from 1926,2022,31,1,Male,Number,32386,25-44 years old,31289.0,,,,
Population estimates from 1926,2022,31,2,Female,Number,33897,25-44 years old,33291.0,,,,
Population estimates from 1926,2022,32,1,Male,Number,32518,25-44 years old,32386.0,,,,
Population estimates from 1926,2022,32,2,Female,Number,34641,25-44 years old,33897.0,,,,
Population estimates from 1926,2022,33,1,Male,Number,32003,25-44 years old,32518.0,,,,
Population estimates from 1926,2022,33,2,Female,Number,34714,25-44 years old,34641.0,,,,
Population estimates from 1926,2022,34,1,Male,Number,33231,25-44 years old,32003.0,,,,
Population estimates from 1926,2022,34,2,Female,Number,36556,25-44 years old,34714.0,,,,
Population estimates from 1926,2022,35,1,Male,Number,35118,25-44 years old,33231.0,,,,
Population estimates from 1926,2022,35,2,Female,Number,38447,25-44 years old,36556.0,,,,
Population estimates from 1926,2022,36,1,Male,Number,35934,25-44 years old,35118.0,,,,
Population estimates from 1926,2022,36,2,Female,Number,39277,25-44 years old,38447.0,,,,
Population estimates from 1926,2022,37,1,Male,Number,36580,25-44 years old,35934.0,,,,
