STATISTIC Label,Year,Single Year of Age,C02199V02655,Sex,UNIT,VALUE,Age Group
Population estimates from 1926,2022,76,1,Male,Number,16193,65 and over
Population estimates from 1926,2022,76,2,Female,Number,17744,65 and over
Population estimates from 1926,2022,77,1,Male,Number,14671,65 and over
Population estimates from 1926,2022,77,2,Female,Number,16015,65 and over
Population estimates from 1926,2022,78,1,Male,Number,13423,65 and over
Population estimates from 1926,2022,78,2,Female,Number,14696,65 and over
Population estimates from 1926,2022,79,1,Male,Number,12212,65 and over
Population estimates from 1926,2022,79,2,Female,Number,13976,65 and over
Population estimates from 1926,2022,80,1,Male,Number,10769,65 and over
Population estimates from 1926,2022,80,2,Female,Number,12231,65 and over
Population estimates from 1926,2022,81,1,Male,Number,9486,65 and over
Population estimates from 1926,2022,81,2,Female,Number,11186,65 and over
Population estimates from 1926,2022,82,1,Male,Number,8794,65 and over
Population estimates from 1926,2022,82,2,Female,Number,10761,65 and over
Population estimates from 1926,2022,83,1,Male,Number,7920,65 and over
Population estimates from 1926,2022,83,2,Female,Number,9970,65 and over
Population estimates from 1926,2022,84,1,Male,Number,6755,65 and over
Population estimates from 1926,2022,84,2,Female,Number,8886,65 and over
Population estimates from 1926,2022,85,1,Male,Number,6174,65 and over
Population estimates from 1926,2022,85,2,Female,Number,8312,65 and over
Population estimates from 1926,2022,86,1,Male,Number,5365,65 and over
Population estimates from 1926,2022,86,2,Female,Number,7491,65 and over
Population estimates from 1926,2022,87,1,Male,Number,4499,65 and over
Population estimates from 1926,2022,87,2,Female,Number,6756,65 and over
Population estimates from 1926,2022,88,1,Male,Number,3772,65 and over
Population estimates from 1926,2022,88,2,Female,Number,5924,65 and over
Population estimates from 1926,2022,89,1,Male,Number,3023,65 and over
Population estimates from 1926,2022,89,2,Female,Number,4942,65 and over
Population estimates from 1926,2022,90,1,Male,Number,2446,65 and over
Population estimates from 1926,2022,90,2,Female,Number,4278,65 and over
Population estimates from 1926,2022,91,1,Male,Number,1941,65 and over
Population estimates from 1926,2022,91,2,Female,Number,3779,65 and over
Population estimates from 1926,2022,92,1,Male,Number,1297,65 and over
Population estimates from 1926,2022,92,2,Female,Number,2797,65 and over
Population estimates from 1926,2022,93,1,Male,Number,937,65 and over
Population estimates from 1926,2022,93,2,Female,Number,2314,65 and over
Population estimates from 1926,2022,94,1,Male,Number,717,65 and over
Population estimates from 1926,2022,94,2,Female,Number,1736,65 and over
Population estimates from 1926,2022,95,1,Male,Number,481,65 and over
Population estimates from 1926,2022,95,2,Female,Number,1340,65 and over
Population estimates from 1926,2022,96,1,Male,Number,327,65 and over
Population estimates from 1926,2022,96,2,Female,Number,955,65 and over
Population estimates from 1926,2022,97,1,Male,Number,218,65 and over
Population estimates from 1926,2022,97,2,Female,Number,731,65 and over
Population estimates from 1926,2022,98,1,Male,Number,130,65 and over
Population estimates from 1926,2022,98,2,Female,Number,491,65 and over
Population estimates from 1926,2022,99,1,Male,Number,259,65 and over
Population estimates from 1926,2022,99,2,Female,Number,926,65 and over
Population estimates from 1926,2023,0,1,Male,Number,27418,0-14 years old
Population estimates from 1926,2023,0,2,Female,Number,28298,0-14 years old
Population estimates from 1926,2023,1,1,Male,Number,29995,0-14 years old
Population estimates from 1926,2023,1,2,Female,Number,28642,0-14 years old
Population estimates from 1926,2023,2,1,Male,Number,29499,0-14 years old
Population estimates from 1926,2023,2,2,Female,Number,28099,0-14 years old
Population estimates from 1926,2023,3,1,Male,Number,30767,0-14 years old
Population estimates from 1926,2023,3,2,Female,Number,29478,0-14 years old
Population estimates from 1926,2023,4,1,Male,Number,31496,0-14 years old
Population estimates from 1926,2023,4,2,Female,Number,30077,0-14 years old
Population estimates from 1926,2023,5,1,Male,Number,32299,0-14 years old
Population estimates from 1926,2023,5,2,Female,Number,30448,0-14 years old
Population estimates from 1926,2023,6,1,Male,Number,33317,0-14 years old
Population estimates from 1926,2023,6,2,Female,Number,32041,0-14 years old
Population estimates from 1926,2023,7,1,Male,Number,34751,0-14 years old
Population estimates from 1926,2023,7,2,Female,Number,33311,0-14 years old
Population estimates from 1926,2023,8,1,Male,Number,36126,0-14 years old
Population estimates from 1926,2023,8,2,Female,Number,34269,0-14 years old
Population estimates from 1926,2023,9,1,Male,Number,36949,0-14 years old
Population estimates from 1926,2023,9,2,Female,Number,35135,0-14 years old
Population estimates from 1926,2023,10,1,Male,Number,37651,0-14 years old
Population estimates from 1926,2023,10,2,Female,Number,35889,0-14 years old
Population estimates from 1926,2023,11,1,Male,Number,38787,0-14 years old
Population estimates from 1926,2023,11,2,Female,Number,36722,0-14 years old
Population estimates from 1926,2023,12,1,Male,Number,38961,0-14 years old
Population estimates from 1926,2023,12,2,Female,Number,37463,0-14 years old
Population estimates from 1926,2023,13,1,Male,Number,39560,0-14 years old
Population estimates from 1926,2023,13,2,Female,Number,37880,0-14 years old
Population estimates from 1926,2023,14,1,Male,Number,38968,0-14 years old
Population estimates from 1926,2023,14,2,Female,Number,37343,0-14 years old
Population estimates from 1926,2023,15,1,Male,Number,37953,15-24 years old
Population estimates from 1926,2023,15,2,Female,Number,36743,15-24 years old
Population estimates from 1926,2023,16,1,Male,Number,36196,15-24 years old
Population estimates from 1926,2023,16,2,Female,Number,34611,15-24 years old
Population estimates from 1926,2023,17,1,Male,Number,35172,15-24 years old
Population estimates from 1926,2023,17,2,Female,Number,33424,15-24 years old
Population estimates from 1926,2023,18,1,Male,Number,35322,15-24 years old
Population estimates from 1926,2023,18,2,Female,Number,33080,15-24 years old
Population estimates from 1926,2023,19,1,Male,Number,34091,15-24 years old
Population estimates from 1926,2023,19,2,Female,Number,32863,15-24 years old
Population estimates from 1926,2023,20,1,Male,Number,33292,15-24 years old
Population estimates from 1926,2023,20,2,Female,Number,32067,15-24 years old
Population estimates from 1926,2023,21,1,Male,Number,32627,15-24 years old
Population estimates from 1926,2023,21,2,Female,Number,31926,15-24 years old
Population estimates from 1926,2023,22,1,Male,Number,31663,15-24 years old
Population estimates from 1926,2023,22,2,Female,Number,30751,15-24 years old
Population estimates from 1926,2023,23,1,Male,Number,32078,15-24 years old
Population estimates from 1926,2023,23,2,Female,Number,31241,15-24 years old
Population estimates from 1926,2023,24,1,Male,Number,31616,15-24 years old
Population estimates from 1926,2023,24,2,Female,Number,30499,15-24 years old
Population estimates from 1926,2023,25,1,Male,Number,31423,25-44 years old
Population estimates from 1926,2023,25,2,Female,Number,30253,25-44 years old
Population estimates from 1926,2023,26,1,Male,Number,31648,25-44 years old
Population estimates from 1926,2023,26,2,Female,Number,31056,25-44 years old
Population estimates from 1926,2023,27,1,Male,Number,30728,25-44 years old
Population estimates from 1926,2023,27,2,Female,Number,30325,25-44 years old
Population estimates from 1926,2023,28,1,Male,Number,30567,25-44 years old
Population estimates from 1926,2023,28,2,Female,Number,31038,25-44 years old
Population estimates from 1926,2023,29,1,Male,Number,30336,25-44 years old
Population estimates from 1926,2023,29,2,Female,Number,31129,25-44 years old
Population estimates from 1926,2023,30,1,Male,Number,31210,25-44 years old
Population estimates from 1926,2023,30,2,Female,Number,32323,25-44 years old
Population estimates from 1926,2023,31,1,Male,Number,32223,25-44 years old
Population estimates from 1926,2023,31,2,Female,Number,34500,25-44 years old
Population estimates from 1926,2023,32,1,Male,Number,33451,25-44 years old
Population estimates from 1926,2023,32,2,Female,Number,35067,25-44 years old
Population estimates from 1926,2023,33,1,Male,Number,33472,25-44 years old
Population estimates from 1926,2023,33,2,Female,Number,35835,25-44 years old
Population estimates from 1926,2023,34,1,Male,Number,33038,25-44 years old
Population estimates from 1926,2023,34,2,Female,Number,35863,25-44 years old
Population estimates from 1926,2023,35,1,Male,Number,34259,25-44 years old
Population estimates from 1926,2023,35,2,Female,Number,37786,25-44 years old
Population estimates from 1926,2023,36,1,Male,Number,36070,25-44 years old
Population estimates from 1926,2023,36,2,Female,Number,39703,25-44 years old
Population estimates from 1926,2023,37,1,Male,Number,36850,25-44 years old
Population estimates from 1926,2023,37,2,Female,Number,40415,25-44 years old
Population estimates from 1926,2023,38,1,Male,Number,37473,25-44 years old
Population estimates from 1926,2023,38,2,Female,Number,40835,25-44 years old
Population estimates from 1926,2023,39,1,Male,Number,38693,25-44 years old
Population estimates from 1926,2023,39,2,Female,Number,42420,25-44 years old
Population estimates from 1926,2023,40,1,Male,Number,39757,25-44 years old
Population estimates from 1926,2023,40,2,Female,Number,43979,25-44 years old
Population estimates from 1926,2023,41,1,Male,Number,41753,25-44 years old
Population estimates from 1926,2023,41,2,Female,Number,44887,25-44 years old
Population estimates from 1926,2023,42,1,Male,Number,42276,25-44 years old
Population estimates from 1926,2023,42,2,Female,Number,44954,25-44 years old
Population estimates from 1926,2023,43,1,Male,Number,42682,25-44 years old
Population estimates from 1926,2023,43,2,Female,Number,44599,25-44 years old
Population estimates from 1926,2023,44,1,Male,Number,40263,25-44 years old
Population estimates from 1926,2023,44,2,Female,Number,42584,25-44 years old
Population estimates from 1926,2023,45,1,Male,Number,38621,45-64 years old
Population estimates from 1926,2023,45,2,Female,Number,40220,45-64 years old
Population estimates from 1926,2023,46,1,Male,Number,38335,45-64 years old
Population estimates from 1926,2023,46,2,Female,Number,39317,45-64 years old
Population estimates from 1926,2023,47,1,Male,Number,37625,45-64 years old
Population estimates from 1926,2023,47,2,Female,Number,38710,45-64 years old
Population estimates from 1926,2023,48,1,Male,Number,37282,45-64 years old
Population estimates from 1926,2023,48,2,Female,Number,38055,45-64 years old
Population estimates from 1926,2023,49,1,Male,Number,36825,45-64 years old
Population estimates from 1926,2023,49,2,Female,Number,37746,45-64 years old
Population estimates from 1926,2023,50,1,Male,Number,37020,45-64 years old
Population estimates from 1926,2023,50,2,Female,Number,37597,45-64 years old
Population estimates from 1926,2023,51,1,Male,Number,36754,45-64 years old
Population estimates from 1926,2023,51,2,Female,Number,37146,45-64 years old
Population estimates from 1926,2023,52,1,Male,Number,35160,45-64 years old
Population estimates from 1926,2023,52,2,Female,Number,35545,45-64 years old
Population estimates from 1926,2023,53,1,Male,Number,34578,45-64 years old
Population estimates from 1926,2023,53,2,Female,Number,34995,45-64 years old
Population estimates from 1926,2023,54,1,Male,Number,32931,45-64 years old
Population estimates from 1926,2023,54,2,Female,Number,32746,45-64 years old
Population estimates from 1926,2023,55,1,Male,Number,32279,45-64 years old
Population estimates from 1926,2023,55,2,Female,Number,32652,45-64 years old
Population estimates from 1926,2023,56,1,Male,Number,31789,45-64 years old
Population estimates from 1926,2023,56,2,Female,Number,32274,45-64 years old
Population estimates from 1926,2023,57,1,Male,Number,30952,45-64 years old
Population estimates from 1926,2023,57,2,Female,Number,31760,45-64 years old
Population estimates from 1926,2023,58,1,Male,Number,31079,45-64 years old
Population estimates from 1926,2023,58,2,Female,Number,32307,45-64 years old
Population estimates from 1926,2023,59,1,Male,Number,30036,45-64 years old
Population estimates from 1926,2023,59,2,Female,Number,31181,45-64 years old
Population estimates from 1926,2023,60,1,Male,Number,29466,45-64 years old
Population estimates from 1926,2023,60,2,Female,Number,30470,45-64 years old
Population estimates from 1926,2023,61,1,Male,Number,29194,45-64 years old
Population estimates from 1926,2023,61,2,Female,Number,30011,45-64 years old
Population estimates from 1926,2023,62,1,Male,Number,28027,45-64 years old
Population estimates from 1926,2023,62,2,Female,Number,29361,45-64 years old
Population estimates from 1926,2023,63,1,Male,Number,27407,45-64 years old
